Text	Label	Label ID
After I had had a disappointment in my private life, my friend, á who studies in Vienna, came to see me spontaneously.	joy	1
My father died after two very painful weeks in bed. I felt á relieved, and was ashamed of that.	shame	6
Lying to my grandparents about visiting my boyfriend in Chico.	shame	6
After going through a glass door, I sustained a number of serious á cuts which were gaping open.	fear	2
When I got a letter offering me the Summer job that I had applied á for.	joy	1
At the death of my husband's father's mother which occurred á during university examinations and therefore I was unable to á attend her funeral.	sadness	4
I was ashamed of being laughed at by my colleagues when I failed á to answer a question in the classroom.	shame	6
When I swindled money out of someone.	shame	6
We always made a lot of noise during a certain lecture.  This may á have been because we did not respect the lecturer. Finaly, the á lecturer could not tolerate it and he scolded us angrily and á pointed out our misbehaviour.	guilt	7
Saying goodbye to a friend.	sadness	4
When I was fined for speeding.	guilt	7
Winning the local soccer championships this year was a great joy.	joy	1
The teacher of one course gave me 10 questions with sub-questions á going from a to e for each question.  She asked me to do all this á in one and a half hours.  It involved a lot of describing and á explaining and even though I knew all the answers, I could not á finish the work.	disgust	5
I had wasted some time instead of doing something I needed to do á to give to a friend. (Also in the time I wasted I had done some á things I did not consider morally right).	guilt	7
When I shot a bird in the head with a shotgun.	guilt	7
When I didn't notify someone that he was summoned by a headmaster á and as a result he ended being on a heavy punishment.	guilt	7
We were on the road in a car when a lorry bypassed us.  We had to á swerve and we almost got run over.	fear	2
I was told to do something I did not want to do.	anger	3
Making a sexual pass at my cousin with whom I have a very close á personal relationship.	guilt	7
I was moving in the graveyard at 6.00 pm one day and was griped á by fear because I was told that ghosts detain people moving there á at night.	fear	2
Finding out I am not chosen for the English lectures.	sadness	4
When two female classmates and I were having lunch, we chatted and  á cracked jokes, I was very happy.  However, I felt that I may have  á said something inappropriate which might cause them to have a bad  á impression of me.	joy	1
A friend of mine got encouragement and I did not, as the á supervisor did not like me.	guilt	7
When I was 8 years old my tonsils had to be operated on. This is á not a complicated operation, but just before it started I was á very afraid so that I will never forget it.	fear	2
Spending the nitht with close friends, after being away (out of á Nijmegen) for a while.	joy	1
During the short period of my unemployment about six years back.	anger	3
When I feel helpless after having tried to help someone without á any result.	sadness	4
I received a letter which was too strong for me. It said I had á done something which I really didn't do.	disgust	5
I was happy when I understood that the girl I liked was in love á with me.	joy	1
My grandmother has been in a hospital for a week and I still á haven't had time to see her.	guilt	7
When my mother was robbed in a shop.	fear	2
When I did not inform my friends of my forthcoming birthday.	shame	6
When I became aware that an acquaintance had stolen from friends.	disgust	5
During a family discussion on my future and my prospects as a á student, they accused me of not bothering about looking for a job to á assume my financial situation.	anger	3
Through the media and their presentation of a kidnapped child who á was raped.	disgust	5
Noticing my flat had maggotts !	disgust	5
Winning a tight tennis match. One set to play, and the team was á behind by 3 games. We won the last set 6-2 and won the match by a á game.	joy	1
Failed to do what I had promised.	guilt	7
In traffic I often get relatively angry with other drivers. á Several transgressions make me mad, especially not yielding to á priority traffic (e.g. coming from the right).	anger	3
When I made the same mistake that I had accused someone else of, and á this was obvious to a third pereson.	shame	6
When I heard that my father had passed away.	sadness	4
When somebody who had been a bully and had acted cruelly to á others who were unable to defend themselves was taken down a few á notches and he began to grovel. I was disgusted with his á grovelling and the manner in which he had treated others.	disgust	5
Two summers ago my best friend and I drove into unknown mountains á at midnight to pick up my broken car. We told one another á horrifically scary ghost/murder stories and succeeded in scaring á eachother pretty well - even though somewhere in our heads we á knew the fears were unjustified.	fear	2
When the paramilitary was sent to the UNZA and it started using á tear gas and started intimidating the students without any á provocation.	anger	3
When I did not get the compound which is known.	fear	2
Out on a weekend with a group of people, everybody felt irritated á because at night the music didn't stop in time. And at breakfast á my boyfriend ran away because we didn't agree with him. I felt á angry.	anger	3
My schoolmates were teasing a pupil who was not able to defend á himself very well; I should have taken his part.	guilt	7
I had been together with my boy-friend for two and a half years, á when he got to know another girl and not even tried to conceal á that from me. I drew my conclusions and left him - I also felt a á bit guilty for what had happened.	guilt	7
I felt guilty when I had refused to lend money to my friend who á needed it immediately.	guilt	7
Promising someone to do their job and then not being able to do á it due to transport troubles.	guilt	7
When I heard the news that my brother had passed away.  It was á the first time that I lost a brother.	sadness	4
My father has a chronic desease. In the autumn of 1983 he had a á very strong fit or seizure.	fear	2
When I passed the TOEFEL with very good marks.	joy	1
I had been away all night without having told my parents about á it.  In the morning when I came home, my mother looked tired.  á She said that she had been awake all night because of me and that á she was angry and disappointed.	shame	6
When I overslept for the second time on the day I had an á examination.	shame	6
I tried to swindle a jeweller because my watch was broken and I á wanted to have it repaired it was a pity but they detected it.	shame	6
I went to visit a friend in hospital.  He was going to be á operated the next day.  I was afraid that they would not let me á in and I did not know what his reaction would be on seeing me.	fear	2
One day I had an appointment with my boyfriend which I had á objected to in the begining, however he visited me and convinced á me to come.  The day of the appointment; I had to wait for him á for over an hour.	anger	3
[ I feel a sense of joy whenever I complete a piece of writing á which is part of my work.  Intense reading also brings me joy.  I á also feel happy when I reminiscent about them.]	joy	1
As a child - about 8 years old - walking across a paddock - being á set upon by another boy who claimed it was \his land\" - being á	anger	3
I had promised to say goodbye to a person who was going on a á trip, and I did not turn up.	guilt	7
Classes were over and I wanted to go home.  A friend of mine á asked me to wait for half an hour to take him back home.  I said á no.	guilt	7
When I state things with great positiveness and try to convince á others, and it appears that my statement is not right.	shame	6
When I was involved in a car accident last November, after the á first fall of snow.  I lost control of the car and it spun round á and landed on the opposite side of the road, on the hard á shoulder.  It was stopped by a pole on top of a bank sloping down á to a stream.	fear	2
I was in the cafeteria at the university and a class-mate told me á that a friend of hers had had all her teeth taken out because of á an infection caused by her eating a rat's nail in her hamburger.	disgust	5
When quarreling with friends.	guilt	7
Being disloyal with persons I loved.	guilt	7
Some people were unfairly treated, because of their á nationality/colour.	disgust	5
I took my father's car to church one Sunday (I told them that's á where I was going ) I decided instead to go for a drive to the á beach - on the way I got a puncture.	guilt	7
Doing poorly on a midterm.	disgust	5
Quarreling with my father, when he made false assertions.	disgust	5
Flirting with other girls while I already had a very good á relationship. When there are problems in my relationship, the á flirting increases as does the feeling of guilt.	guilt	7
I went to visit friends and it was very companionable.	joy	1
I received a poor grade on a midterm even though I got all the á right answers and knew the material. I went to the TA to try to á raise my grade and he wouldn't do it.	anger	3
When I see dead dogs on the road.	disgust	5
When I arrived too late at a meeting of mentor (the night before á the introduction of novices on the University start).	shame	6
Many years ago a friend wanted me to with her to southern Europe á and I preferred to travel alone.  I felt guilty because I wanted á to go on my own.	guilt	7
I was annoyed when a person higher up asked me why a particular á job was not done, it was not my job to do it.	anger	3
On holidays - just driving along a road beautiful scenery. Just á with my boyfriend - not really talking but just feeling á overwhelmed.	joy	1
When my sister's first child came home, after one week in á intensive care at the hospital.	joy	1
I felt guilty when one of my secondary teacher left me while I á was in Form three, he was the only one who showed love to me.	guilt	7
A friend of mine had promised to arrange me some tickets for a á concert which I considered important.  He could not get them the á way he thought he would, so he gave up the whole thing.	anger	3
It was when I stepped on a python (snake) unknowingly while it á was sleeping near a baobab tree.	fear	2
[ I do not remember when I last felf ashamed.  I do not usually á feel ashamed of what I do.]	shame	6
It was when my father caught me with a girl in dark corners and á asked me what I was doing there.	shame	6
It so happened that while staying at anaunt's place I discovered á that I was afraid of sleeping in pitch darkness.  The room á which my sister and I were sharing had no light, and I would á refuse to sleep without having the light of the adjoining á bathroom switched on.	fear	2
I wanted to go out to walk but I didn't know either where or á with whom, suddenly an invitation appeared.	joy	1
It was in the evening when I heard that my girl went to Zambia á and that she would never come back.	sadness	4
When a friend died.	sadness	4
In primary school I once faltered while answering a question and á the others started laughing.	shame	6
When I began to date, the first gestures of affection made me á feel ashamed. Note: for GUILT go to record n¦231	shame	6
Guy I cared for went back to Canada to live.	sadness	4
My boy-friend had promised me to come home at about 10 p.m. He á did not return until midnight and had consumed a lot of alcohol.	anger	3
Two-timing - going out with person other than guy I was in á relationship with.	guilt	7
After an oral examination I shook the professor's hand, but he á had only stretched it out for my ball-point-pen.	shame	6
Soiled my short trousers with faeces.	shame	6
Disgust is a feeling that I have never experienced with peoplie á but , on the other hand, it has been with repulsive animals, i;e á snakes on T.V.	disgust	5
When I argue with my mother about the way she treats her two á children differently.	sadness	4
When I lose on my bets on anything - baseball, football, á basketball, track, craps, poker, or arcade - whether its 5 á dollars or 200 I feel that I should never have done it in the á first place.	disgust	5
When I began to date a boy with whom I am till now. This was 16 á months ago.	joy	1
[ No response.]	anger	3
Once, I accidentally injured a boy in the eye and he almost lost á it.	guilt	7
When going out in the weekend I have to bike 5 kilometers through á lonely and dark polders, then I always have terrifying fantasies.	fear	2
A friend whom I had gone out of my way to do something for did á not bother to acknowledge my efforts, and treated me badly á thereafter.	anger	3
When not fulfilling any of my obligations to a person whom I á respect.	shame	6
Close friend leave to go overseas for an indefinite period. á Farewell scene at airport.	sadness	4
It was the first time I met him (my boyfriend Mr.W).  It was á during the first term Summer vacations.  We met each other while á handing in our homework.  He invited me have a trip with him and á we were together till 8 P.M.	joy	1
When my ex-boyfriend and I separated.	sadness	4
My parents told me that they do not like my friend.	sadness	4
When the guy I was in love with told me that he had met someone á else and that we would not meet again for a year.  Although we á did not have a steady relatioship, we were having an affair.	sadness	4
During a demonstration I climbed up the closed central door of a á bus.  When the bus stopped I had to go back to the same place, á afraid that the police would see me.	fear	2
One night during dinner my nephew was naughty, so I quarrelled with my  á parents.   I regreted this as my nephew was only two years old and I  á had to tolerate him !  The quarrel made my father think that his children  á may not take care of him in the future (it was a slip of the tongue and  á this made me realize that my father keeps his thoughts to himself).  I was  á still very angry so I dropped my bowl and chopsticks and went to the kitchen  á to drink tea and then ran to the other side of the house.	guilt	7
The loss of a close relative who was ill with cancer.	sadness	4
I felt this emotion when my name was announced on the radio that á I had been selected to come to Lilongwe School for Health á Sciences to take a training course as a Medical Assistat.	joy	1
I was in ILHA GRANDE with a wonderful sun, with wonderful people, á with a wonderful sea, with a wonderful boy.	joy	1
After my car accident, when I woke up in a heap of stones.	fear	2
Being rude to somebody who was impolite to me.	shame	6
I was travelling in a local train when a drunkard, smelling á terribly, entered the same carriage and started eating fish that á was stinking.	disgust	5
When a classmate hit me on my occipital region when I was busy á studying and concentrating on my classnotes.	anger	3
My girlfriend does practice and therefore leaves me alone at á night and in the weekend. In addition, she is very busy doing á several things. So we don't see each other often.	anger	3
When I received the letter informing that I had been accepted to á be a Chinese university student, I was excited as I had longed á for it.	joy	1
When my mother looked in my drawer (where I keep my personal á things) and she found some porno photos that I have kept from á more than a week, and split it.	shame	6
I know that a certain person feels very lonely, and that she á always looks forward to seeing me. However, often I am too á busy to visit her, then I feel guilty.	guilt	7
My sisters asked me to fetch them at a discotheque which is 5 km á off. There was a thick fog and snowfall. There was not enough á room in the car for all of them and they asked me to go there á once again. When I did not do that they had a way to make me feel á guilty.	guilt	7
When I think that I have been too stict or narrow minded towards á my students.	guilt	7
Long illness.	sadness	4
At a gathering I found myself involuntarily sitting next to two á people who expressed opinions that I considered very low and á discriminating.	disgust	5
There was a time when I did not get on well with my sister. I á always grumbled at her and said bad things about her to my á mother. So my mother always scolded her.	guilt	7
When I watched a report about El Salvador on TV, I saw people who á had been murdered by terrible methods.	disgust	5
I felt ashamed when I fought with my mother on some issue, and á caused her trouble.	shame	6
When I heard of the death of my mother.	sadness	4
I was overwhelmed with joy when I received the acceptance letter á to UNZA.  This happened again when I passed all my first year á courses.	joy	1
When I saw my niece (5 yrs) crying in the hallway for her mother á who had passed away about a month ago.	sadness	4
I felt joy when I heard that I was accepted for the Free á University in Driebergen.	joy	1
[ Can not think of anything.]	shame	6
I once was accused of falling in love with someone's girlfriend á which was not true because the girl was just a friend of mine.	anger	3
When I received the news that my in-laws had passed away.  I á depended heavily on them for their guidance and the running of á their daughter's buisness.	sadness	4
Being chosen to do this experiment.	joy	1
When a \friend\" dropped a frog down my neck, and I didn't know á	disgust	5
When my grandfather was sick, and died I felt more sad, though, á when he was sick.	sadness	4
Going away for the weekend, leaving my College room open - when I á returned several friends had had a party there, leaving the mess.	anger	3
I ate 12 biscuits one night after tea while watching TV - I don't á know why.	guilt	7
I felt afraid just before receiving the question paper of the á part II exam.	fear	2
When I was caught telling a white lie.  At that time, I was not á allowed to stay outdoors after 8 p.m.  One day when I was late, I á made up a story that our neighbour had invited me to his place, á though I had actually forgotten about the time while playing with á my pals.	shame	6
While walking on the street with a good friend of mine, we met an á acquaintance of hers.  My friend started showing off and telling á false stories about herself and praising herself.	disgust	5
When I opened my TE Score envelope, and saw I got into á Physiotherapy.	joy	1
Can't remember having had this feeling.	disgust	5
At school, when the only thing people my age could think of was getting á rolling drunk. They couldn't have a good time without firstly á getting drunk.	disgust	5
When my roommate's moped was stolen I was very angry.	anger	3
When my brother hit his head and lost consciousness at the sports á practice.  For some time he could not remember what had happened á but he recovered later.	fear	2
When I finally managed to get a specific sound from my guitar, á after baving tried for a long time.	joy	1
My boyfriend breaking up with me about 7 months after I had an á abortion. Just the fact that he was ignoring me and continued to á do so.	anger	3
I was raped once when I went through a dark alley at the back of á our house. The man pushed me in the bushes. I fought back and á succeeded to escape.	fear	2
A friend of mine promised to come with me to the cinema but he á didn't come.	anger	3
[ Cannot recall any incident when I felt shame.]	shame	6
I had never made a malicious joke in front of my boyfriend. Last á week I did it I was funny, he loved it, and I died of shame.	shame	6
When I had gone for a boxing tournament which ended at 2 o'clock á in the morning.  I was alone on my way back, and I could hear the á barking of the dogs, the nocturnal animals and the sound of my     á own footsteps.  There had been a rumour  circulating that there á were ghosts in that area.	fear	2
Whenever I see an alcoholic.	disgust	5
When I won a tennis match.	joy	1
The day I woke up to find that a kitten I had wanted to keep had á been eaten by the neighbour's dogs.  It had been locked out by my á wife who claimed that it had dirtied the sheets.	sadness	4
When I triffled with other people.	guilt	7
When opened a box of biscuits and found worms inside.	disgust	5
When my father bought me a suit.	joy	1
At one of my close friends saying she didn't like the way I am á nice to people I don't know, or who have been nasty to me.	anger	3
After training for an Australian championship competition for a á year and then injuring myself 2 weeks before the competiotion.	sadness	4
As a kid my mother caught me stealing sugar and giving it to a á neighbour.	shame	6
When they told me that my grandfather was rather ill.	sadness	4
It is very difficult to relate it to a certain event. I am á familiar with the disgust of Sartre (la nausTe), a frequently á occurring cause may be described as \the self-assured dullness\"."	disgust	5
When I was a student at the Institute doing my M.Phil degree, one á of my professors called me before the convocation and told me á \You have got the gold-medal (first rank) in the university and á	joy	1
A person that eat half of a cockroach in a cake without knowing á it.	disgust	5
I was in hospital, and then was visited by someone quite á unexpected.	joy	1
When I arrived late at the job and met the most troublesome boss.	shame	6
When I was reproved eighth grade of high school.	guilt	7
When I made up with a girl-friend of mine after having been on á unfriendly terms with her (my fault).  I cried with joy that á evening.	joy	1
Vertigo - standing on a ladder and painting the house.	fear	2
Having failed to help with the 5th of March arrangements (Women's á Day), although I had previously promised to take part in the á work.	guilt	7
When I lost a wallet while travelling, since it belonged to the á group I was very afraid.	fear	2
When I was 13 years old I wrote passionate love letters to my á boyfriend and I later found out that his sister had read them.	shame	6
Losing close people and animals. So far, I've felt most when á losing our dog in a traffic accident.	sadness	4
When I decided my first marriage had ended, and left with the á child. I felt overwhelmed by guilt as I was separating mother and á child.	guilt	7
My girlfriend started singing (she cannot sing) and did not stop á despite my asking her to do so.	anger	3
When I found out that someone close to me was flirting around.	disgust	5
While studying chemistry with a friend we became angry with á eachother because we were both fed up.	anger	3
When my daughter began staying away from classes - at the age of á nine only.	anger	3
The emotion came to me when a certain girl who was not polite to á her mother hit her sister severely.	disgust	5
When I scored the third goal to my own side at a football match á against William Murray Secondary School and we were badly á defeated.	guilt	7
My dog had been run over and died near the house.  We had to pick á him up, cold and glassy eyed, to get rid of the corpse.	disgust	5
Being alone in Europe and having to catch a train and bus to the á airport, then board the plane alone.	fear	2
English papers are due on Friday. They are returned on Tuesday. á This Tuesday I was afraid to go to class and get my paper because á I knew it was bad.	fear	2
I found myself involved in a fight in which a person died and I á had to intervene with some risk.	fear	2
When I entered a bar looking for a friend.	shame	6
I was approaching my exam time and my books got stolen.  I was in á a panic as I thought that I would not do well enough to be á considered for the economics quota.  I cried a lot but that did á not help and as the exam day came near a strange fear gripped me.	fear	2
I was disgusted at myself when I dropped a vital catch, while á playing a cricket match, and we lost the match; though the catch á was difficult.	disgust	5
When my father banned me from going to his sister's home due to á some misunderstanding between the two.	anger	3
I didn't do an important job and it had an adverse effect on á other people.	shame	6
My roommate's lack of consideration of me.	disgust	5
I was admited to the Chinese university of Hong Kong.  The day á the results were announced I looked in the newspaper and saw my á candidature number.	joy	1
When I learned, after the ecography, that my mother was expecting a á baby girl.  That was what I wanted.	joy	1
When I received my results and found out that I could not go to a á school of my choice.	sadness	4
I feared that I would not be able to hand in the book-report on á time as I had started working very late.  The book was difficult á to read and my teacher did not accept my work as it was handed in á late.	fear	2
Once, during a performance I did not sing the way I had to.	anger	3
When my natural parents name would show up on papers and not my, á what I call real name.	shame	6
When my neighbour's house was broken into and shots could be á heard.	fear	2
Walking on a dark street with noone around.	fear	2
When a friend of mine died in a hiking accident.  I was not á present there and only got the news later.	sadness	4
Some classmates said I did not do enough social work. Therefore I á was not elected as a \Tree Good\" student."	anger	3
I do not have the time for other people's problems.  My á mother-in-law is sometimes depressed and I do not have the time, á the desire or the strength to help.	guilt	7
When I made love with a girl, which I don't really love. However á I know that she loves me.	guilt	7
Finding out the great difference between China and the West in á science.	fear	2
Watching a football game. This remindes me of the time when my á father was still alive and when we watched football games on TV á together.	sadness	4
When I got accepted to CAL.	joy	1
A brother from one of the Christian fellowship often phoned me á and talked to me for half an hour or more.  However there was á nothing important in the conversation and I found the person very á disgusting.	disgust	5
The more than satisfactory result of a recently-completed á university subject was communicated to me by phone.	joy	1
I was skiing with friends and they wanted to ski-jump. I did not á want to be left behind, so I braced myself and followed them.	fear	2
I felt very sad when I heard that a friend had committed suicide.	sadness	4
When a friend left me and went back home for good.	sadness	4
When I was ten years old a classmate laughed at me because I had á told him that my father had retired.	shame	6
My father recently having a heart attack - spending a few months á in hospital.	sadness	4
I saw a film about the nazi concentration camps during the war. á After the film I felt disgust.	disgust	5
I received an unexpected letter from a friend I had met a short á time before.  He sent me a poem and wished me good luck.  I felt á very happy because I had great esteem for that person.	joy	1
When my uncle and my neighbour came home under police escort.	guilt	7
The way my husband and his family treated me - unfairly, cruelly, á and unjustly.	disgust	5
Physically fighting with my girlfriend because she just walked á out of a room of my friends and had pushed and cursed at me when á I went to find her.	anger	3
It was the weekend of my homecoming. I saw my sister for the á first time in 3 months. She's my best friend and extremely close.	joy	1
I was very sad at hearing that my grandfather had passed away.	sadness	4
When I got the first compound through column.	joy	1
When my girl told me that she loved me more than any male á creature on earth and that I would be the only one in her heart á for all her life.	joy	1
When my boyfriend and I went out for a dinner and subsequently á went to his family. We had a very nice evening.	joy	1
When I was in form 3, my aunts lied to my daddy telling him that á I had told them that I was pregnant.  My daddy  told my mother á and she asked me if it was true.  I was very angry with my aunts.	anger	3
On Christmas day a drunk man came to our house without a shirt á on, he dansed, spoke nonsense and behaved stupidly.	disgust	5
As a child - being sent to the shop by mother - buying some á chocolate - getting caught by mother.	shame	6
I once proposed my own niece whom I did not know but I discovered á after she was my girlfriend.	shame	6
When I was in grade one, one day I felt like going to the toilet á during class but I was very scared of the teacher so I urinated á in the class.	shame	6
Being treated unfairly.	anger	3
Going to see a good film with my best friend.	joy	1
My patient died of Anaemia while I was organising blood á transfusion for him, so I felt guilty, because I thought that may á be I was slow.	guilt	7
When I discovered that my mother had been involved in adultery.	disgust	5
When my room-mates were watching video-tapes and prevented me á from watching the news.  The first feeling I had was that I was á being treated unfairly and then came the feeling of anger.	anger	3
I noticed that Meryl Streep and I had similar cheekbones and jaw á structure.	joy	1
The breaking up of a relationship.  We decided that the á relationship could not carry on, so it was no surprise to me. á And anyhow, I had known it would happen sooner or later.	sadness	4
I detested my father who was a drunkard.  He would rave, á threaten and blame my mother and me.  He finally drove us away á from home.	disgust	5
When I was a child I played my mother a nasty trick to make her á feel hurt.	shame	6
When I think about my family (parents, brothers, sisters) guilt á is a part of my feelings.	guilt	7
I was angry when I heard that my only girl was going about with á another man. So I decided to drop her but later the story came to á be untrue.	anger	3
When I entered University.	joy	1
I was very angry when one day I went to see my girlfriend I á talked to her and could not answer back. She was depressed for á reasons which were not known to me.	anger	3
One day, when riding on a bicycle path, a car coming from the á opposite direction forced me to get off my bike although I had á the priority.	anger	3
A man spat on the wall of a house.	disgust	5
Confession to my parents about my involvement in a moped theft.	shame	6
Power cut made me unable to listen to the songs sung by my á favourite pop star.	sadness	4
Being reunited with my family after not having seen them for 5 á years, at the airport. Sheer elation at getting through the á \paper work\" collecting bags and the anticipation of coming á	joy	1
This situation happened when I was found kissing a girl who was á my friend's girlfriend.	shame	6
Once in a public ladies room, I opened the door of a cubicle that á was taken, although it was not locked.	shame	6
I was with my girlfriend when some guys that I don't like made á fuss at my girl.	anger	3
When I decided not to out any longer with a girl whom I liked á quite a lot.  This made me feel low for a some time.	sadness	4
One night, at a friend's place I realized that I had everything I á most wished, around me.	joy	1
The stories about the way my grandmother treated my mother.	anger	3
A person I was attracted to walked me home in the rain and got á sick.	guilt	7
I got angry when I learned how short a time we had to prepare for á the term examinations.	anger	3
After going through much shame, I became a Christian and á something new happened in my heart.  Joy that overflows was á manifest in me.	joy	1
A story I heard recently about a baby dying after sexual á abuse.	disgust	5
Due to some reasons my boyfriend and I decided to separate.	sadness	4
When I forgot the birthday of my best friend and I innocently á came to visit her one week later.	shame	6
When a kid dropped my father's radio cassette player, which he á had just repaired.	anger	3
When I was beaten up by thieves on behalf of some friends of mine á as they thought that I had a lot of money and would not part á with a few coins for their drinks.	anger	3
The fact that I hadn't been informed about something and I had the á greatest trust in this person.	anger	3
My friend was pregnant, but lost her child during the second á month. I went to see her at hospital - she was crying. I felt á very sorry for her.	sadness	4
I played chess with my 12-year-old brother. I made a stupid á mistake - and he won!	anger	3
When my girlfriend left me.	sadness	4
A friend of mine ridiculed me, telling me that I would never á accomplish anything. I felt that he had interfered with my life.	anger	3
I get irritated with my son when he screams or is sick all over á his clean clothes.	guilt	7
I wanted to get rid of a bad habit and it seemed that I had á succeeded.  However a year later I got the bad habit again.  I felt  á useless as I always found excuses to explain my behaviour.  As a result I á felt guilty.	guilt	7
Not quick enough to help the lectors to catty things for the á lecture.	shame	6
I was ashamed to tell my mother that I fell down with a bicycle.	shame	6
When I couldn't find my dog which was missing.	sadness	4
My father's death in January 1983 moved me deeply.  The gloom á prevailed for almost two years and I am still to recover from it.	sadness	4
When I beat up my brother in order to control him and make him á obey my parents orders.	disgust	5
My parents inherited an appartment and this made them behave in a á peculiar manner.	disgust	5
I don't remember about a situation when I have experienced this á feeling. Maybe it was when I saw a drunkard in the street.	disgust	5
When I received the results from my final examination - Higher á School Certificate - and received a mark that was beyond my á wildest expectations.	joy	1
I wrote a bad letter to someone concerning our relationship which á we created ourselves.	guilt	7
When I drove to Stockholm for the first time and drove off the á Stora Hissingen road at the wrong exit.	fear	2
My brother gave me a beating because he could not beat me á verbally.	disgust	5
I got angry at a friend of mine whom I caught reading my notebook á (almanach).	anger	3
When I complained about a colleague to the manager and he told á her that someone had complained; this colleague came to me á believing that I liked her.	guilt	7
I was disgusted to discover that my girlfriend of few weeks was á already fooling around with another guy.  I was disappointed as á the guy was a rogue and I respected my girlfriend.	disgust	5
Getting a letter from a friend who did not write for a long time.	joy	1
The night before my wife had given birth to our twins. I felt á fear in the hospital yard, I feared if everything was going to be á in order.	fear	2
The death of an animal we had reared.	sadness	4
Saw a dirty street.	disgust	5
I experienced this when my maternal grandmother passed away.  She á was the last of my grand parents to pass away.	sadness	4
[ After an examine I had been satisfied with.]	anger	3
When I did not find the rack used for beating up rugs, in the á yard.	anger	3
Seeing a pornographic movie in which animals were used.	disgust	5
Having a fight with a class mate.	anger	3
I had enough time to do my assignment, and I did not do it well.  á When the lecturer scolded me, I had this feeling.	guilt	7
When coming up for trial because of shop lifting.	shame	6
In the last year of the high school we had a huge fight between á my group and the graduation commission (two students of my á classroom) because they accused us unjustly of a gossip about á them.	anger	3
The day I got to know that I would get a shared dwelling with my á boyfriend.  My parents place was getting a little crowded with á my growing bother wanting a room to himself.  I first felt doubt, á then joy, but also sadness.  The feeling of joy was the á strongest.	joy	1
Someone told me a story of Amnesty International: a boy was á killed and his head was put in the litter of his girlfriend. It á looked as if she was pregnant, then she died. It is disgusting, I á can hardly write it down.	disgust	5
When I was a young teenager (14)  my brother-in-law to be had á made heavy advances to me.  I did not understand very well what á it was all about but I reacted strongly and the feelings are á still there.	disgust	5
Before examination.	fear	2
When someone tried to rape one of my best friends and he claimed á it was her fault. He the hassled her, claimed she was loose, and á threatened to sue her.	anger	3
The serving lady in the students' dining hall shouting at á studennts.	disgust	5
I had planned to go to town with my friend at 1500 hours but she á went for the registration and I waited for a good 1 and a 1/2 hours.  It á was vital for me to go to town but I could not as it was she who á had the money.  Finally I borrowed some money from friends and we á went to town.  I was really angry with my friend.	anger	3
I was ashamed at being the only one to have got a C+ in ED120 á assignment.	shame	6
Got a big fish in fishing.	joy	1
A striking act of ingratitude at a public vehicle.	disgust	5
I was looking for an object when I came across a rotten corpse of á a rat.	disgust	5
[ No answer as I see very little difference between shame and á guilt.  Therefore see answer for \shame\".]"	guilt	7
When I got a bad result for one of my assignments.	shame	6
I was disgusted at the way the bus conductor threw out an old á woman oiut of the mini-bus simply because she could not pay the á fare for her luggage.	disgust	5
When I was 12 years old, some friends of our family had come to á watch TV. I lay on the floor and moved my pelvis. When the other á people had gone, my mother told me that it had looked as if I had á wanted to make sex.	shame	6
During one year my mother almost had a nervous breakdown and my á father had a serious operation. I was afraid that our family (4 á kids, I'm the oldest) wouldn't hold together. Everything turned á out fine.	fear	2
Haven't been frightened for ages.	fear	2
When I heard the news of the death of my father.  It was in the á evening and I was alone all night in my room trying to remember á the face of my father.	sadness	4
We were at school, in the room for audiovisual classes.  We were á watching a film, and just behind me two classmates were bothering á me with their mocking and shoves.  I reacted angrily (I suppose)  á by hitting one of them.	anger	3
At a party where the boys were telling revolting stories about á the girls they'd been with.	disgust	5
This is a kind of confession - my mum found me stealing meat from á the pot.	guilt	7
I applied for a job of GALSO counselor and I made the strongest á possible application but was denied an interview. I felt á disgusted at the system which by promoting the cause of á minorities makes employing whites lowest priority.	disgust	5
Unknown person knocking repeatedly on backdoor when no one else á was at home.	fear	2
When I heard the last regulation of the socialist govrenment á concerning pensions.	sadness	4
On December the 28th I was filled with Joy when I was told by my á bosses that I had been selected to attend a course at the á Lilongwe School for Health Scienced in Lilongwe.	joy	1
Being sexually assulted on a bus.	anger	3
Naturally when I got myself discharged this was my second á birthday.	joy	1
My uncle died in the Vietnam War.	sadness	4
Afraid of getting alone without friends, without anybody.	fear	2
A children's film in which I played a clown, with spotlights, á cameras and the director who demanded jumps and guffaws.	shame	6
Caught lying to my father about a speeding ticket I had received.	shame	6
Heard that my girl-friend was chosen for the English lectures and á I was not. I lost my temper and she is very upset now.	guilt	7
When a relative, who had come to our place, created untidyness á and dirtyness.	anger	3
A friend of mine came to see me when he was quite drunk.	disgust	5
Failing in an examn.	shame	6
I was talking with an aunt of mine that I adore and I found á courage to say \I love you\" and just after that came the shame."	shame	6
When my aunt went out of her way to help me out with my financial á problems.	guilt	7
I witnessed a scene in which two women were abusing each other.	disgust	5
A friend of mine shot himself through the head after having told á me and others that he would do so.	guilt	7
A person whom I thought to be honest took and spend the little á money that I had and I had no way of getting any money in the á few following months.	disgust	5
When one learns through the mass media all the wars and killing á going on in the world.	disgust	5
When I missed the tram after having run for it.	anger	3
I was accepted by the Chinese university.	joy	1
I lied to someone and some time later this person found out that á I had not told him the truth.	shame	6
A friend told me that a boy wanted to get to know me.  At that á time I felt disgusted and thought that it was a nonsense thing.	disgust	5
